plot_Year,plot_Month,plot_Name,subplot,quad,tree_Number,inv_Status,stemtype,species_Code,dbh,soundness,crownclass,height,note,treedamage
2015,9,southsouth,15,null,40,IL,S,FRAAME,5,1,I,null,560WA,NONE
2015,9,southsouth,15,null,41,IL,S,FRAAME,4.5,1,I,null,null,NONE
2015,9,southsouth,15,null,42,IL,S,FRAAME,2.9,1,O,null,703WA,NONE
2015,9,southsouth,15,null,43,IL,S,FRAAME,2.7,1,O,null,null,NONE
2015,9,southsouth,15,null,44,IL,S,FRAAME,7.05,1,DC,null,566WA,NONE
2015,9,southsouth,15,null,45,IL,S,FRAAME,3.85,1,I,null,553WA,NONE
2015,9,southsouth,15,null,46,IL,S,FRAAME,4.5,1,I,null,569WA,NONE
2015,9,southsouth,15,null,47,IL,S,FRAAME,4.85,1,I,null,568WA,NONE
2015,9,southsouth,15,null,48,IL,S,FRAAME,3.5,1,I,null,570WA,NONE
2015,9,southsouth,15,null,49,IL,S,FRAAME,3.45,1,I,null,559WA,NONE
2015,9,southsouth,15,null,50,IL,S,FRAAME,10.5,1,DC,null,564WA,NONE
2015,9,southsouth,15,null,51,IL,S,FRAAME,6.5,1,I,null,565WA,NONE
2015,9,southsouth,15,null,52,IL,S,FRAAME,2.8,1,O,null,null,NONE
2015,9,southsouth,16,null,53,IL,S,FRAAME,3.4,1,O,null,null,NONE
2015,9,southsouth,16,null,54.1,IL,M,ACERUB,10.25,1,DC,null,26RM,NONE
2015,9,southsouth,16,null,54.2,IL,M,ACERUB,9,1,DC,null,26RM,NONE
2015,9,southsouth,16,null,55,IL,S,FRAAME,5.75,1,I,null,586WA,NONE
2015,9,southsouth,16,null,56,IL,S,FRAAME,10.55,1,DC,null,null,NONE
2015,9,southsouth,16,null,57,IL,S,FRAAME,4,1,O,null,loose bark,NA
