year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,school_status,lowest_grade_offered,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual,lunch_program,teachers_fte,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,seasch,county_fips_geo,street_mailing,puma,city_mailing,tract,state_mailing,block_group,zip_mailing,geoid_block,street_location,census_region,city_location,census_division,csa,zip_location,cbsa,phone,cbsa_name,fips,cbsa_type,latitude,cbsa_city,longitude,place_fips,geoid_place,place_name,urban_centric_locale,class_code,county_code,upper_chamber,congress_district_id,state_leg_district_upper,state_leg_district_lower,upper_chamber_name,lower_chamber,lower_chamber_name,lower_chamber_type,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,instructional_aides_fte,teachers_absent_fte,support_fte,counselors_fte,administration_fte,social_workers_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel
mixed - most recent,"271104001589","Arrowhead Academy","MN","DULUTH PUBLIC SCHOOL DISTRICT","Other","Other/alternative school","No","Open","4","12","Yes","Yes","Yes","26","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","No","4","11040","2701589","-92.129834","46.816419","2711040","Not applicable","Point address","MN-010709","Minnesota","010709-010709605","27137","1918 ARLINGTON AVE N","00400","DULUTH","300","MN","1","55811","271370003001","1918 ARLINGTON AVE N","Midwest","DULUTH","West north central","Not applicable","55811","20260","(218)625-6766","Duluth, MN-WI","Minnesota","Metropolitan statistical area","46.816419","Yes","-92.129834","17000","2717000","Duluth city","City, small","Minor civil division equivalent (incorporated)","27137","27006","2708","27003","2703B","State Senate District 6","2706B","State House District 6B","State house district","4.000","4.600","0.000","0.000","0.600","5.000","5.000","0.000","1.000","0.000","0.000","0.200","0.000","0.000","0.000","0.000","-2.000","No","172793","202128.062","816","-2.000","-2.000","29335.000","11432.000"
mixed - most recent,"270039705095","Art & Science Academy Middle School","MN","Art and Science Academy","Middle","Regular school","Yes","Open","5","8","No","Yes","No","131","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","10","07410","2705095","-93.232104","45.504615","2700397","Not applicable","","MN-074227","Minnesota","074227-074227030","27059","1005 7TH AVENUE COURT NE","00900","ISANTI","130502","MN","2","55040","270591305022","1005 7TH AVENUE COURT NE","Midwest","ISANTI","West north central","378","55040","33460","(763)444-0342","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.504615","No","-93.232104","31328","2731328","Isanti city","Rural, fringe","Minor civil division equivalent (incorporated)","27059","27017","2708","27032","2732A","State Senate District 17","2717A","State House District 17A","State house district","12.000","12.000","0.000","2.000","0.000","12.000","10.000","0.000","0.000","5.000","0.000","2.000","0.000","0.000","0.000","0.000","0.000","No","275211","567975.375","","-2.000","57985.820","179373.547","102859.000"
mixed - most recent,"270039704766","Art and Science Academy","MN","Art and Science Academy","Primary","Regular school","Yes","Open","Kindergarten","4","Yes","Yes","No","206","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No","Yes participating without using any Provision or the CEP","16","07410","2704766","-93.234055","45.502922","2700397","Not applicable","Street address","MN-074227","Minnesota","074227-074227010","27059","903 6TH AVENUE CT NE","00900","ISANTI","130502","MN","2","55040","270591305022","903 6TH AVENUE CT NE STE A","Midwest","ISANTI","West north central","378","55040","33460","(763)444-0342","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.502922","No","-93.234055","31328","2731328","Isanti city","Rural, fringe","Minor civil division equivalent (incorporated)","27059","27017","2708","27032","2732A","State Senate District 17","2717A","State House District 17A","State house district","15.000","15.000","0.000","0.000","1.000","15.000","15.000","0.000","2.000","6.000","0.000","2.000","0.000","0.000","0.000","0.000","0.000","No","587240","830746.750","","-2.000","64132.320","179373.547","155462.000"
mixed - most recent,"270330000136","ASHBY ELEMENTARY","MN","ASHBY PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Pre-K","6","Yes","No","No","206","","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","17","03300","2700136","-95.821177","46.092598","2703300","Not applicable","Street address","MN-010261","Minnesota","010261-010261010","27051","PO BOX 30","00700","ASHBY","70100","MN","2","56309","270510701002","300 BIRCH AVE","Midwest","ASHBY","West north central","Not applicable","56309","Not applicable","(218)747-2257","","Minnesota","","46.092598","No","-95.821177","2422","2702422","Ashby city","Rural, remote","Minor civil division equivalent (incorporated)","27051","27011","2707","27012","2712A","State Senate District 11","2711A","State House District 11A","State house district","11.000","11.770","0.000","0.200","3.000","17.000","11.000","8.100","1.000","0.250","0.200","1.750","0.200","0.000","0.000","0.000","0.000","No","503042","666349.125","423441","78429.250","6000.000","78877.203","180198.000"
mixed - most recent,"270330000137","ASHBY SECONDARY","MN","ASHBY PUBLIC SCHOOL DISTRICT","High","Regular school","No","Open","7","12","No","Yes","Yes","132","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","10","03300","2700137","-95.821177","46.092598","2703300","Not applicable","Street address","MN-010261","Minnesota","010261-010261020","27051","PO BOX 30","00700","ASHBY","70100","MN","2","56309","270510701002","300 BIRCH AVE","Midwest","ASHBY","West north central","Not applicable","56309","Not applicable","(218)747-2257","","Minnesota","","46.092598","No","-95.821177","2422","2702422","Ashby city","Rural, remote","Minor civil division equivalent (incorporated)","27051","27011","2707","27012","2712A","State Senate District 11","2711A","State House District 11A","State house district","9.000","9.860","0.000","0.200","0.000","13.000","12.000","2.000","0.000","6.250","0.340","0.750","0.200","0.000","0.000","0.000","0.000","No","469762","579606.312","584752","24966.840","6000.000","78877.203","269672.000"
mixed - most recent,"270031104282","ASPEN ACADEMY","MN","ASPEN ACADEMY","Primary","Regular school","Yes","Open","Kindergarten","8","Yes","Yes","No","647","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No","Yes participating without using any Provision or the CEP","34","30060","2704282","-93.384713","44.734712","2700311","Not applicable","Point address","MN-074184","Minnesota","074184-074184010","27139","14825 ZINRAN AVE","01100","SAVAGE","80204","MN","1","55378","271390802041","14825 ZINRAN AVE","Midwest","SAVAGE","West north central","378","55378","33460","(952)226-5940","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.734712","No","-93.384713","58738","2758738","Savage city","Suburb, large","Minor civil division equivalent (incorporated)","27139","27035","2702","27056","2756A","State Senate District 35","2735B","State House District 35B","State house district","35.000","35.000","0.000","4.000","0.000","35.000","35.000","2.000","2.000","3.000","1.000","9.000","0.000","0.000","1.000","0.000","0.000","No","1579937","2153697.000","1341045","60000.000","75098.000","438661.125","2564702.000"
mixed - most recent,"274227012696","Aspen House Education Program","MN","West St. Paul-Mendota Heights-Eagan","High","Other/alternative school","No","Added","6","12","No","Yes","Yes","0","","","","","","No","No","No","0","","2712696","","","2742270","","","MN-010197","","010197-010197825","","2031 VICTORIA RD S","","MENDOTA HEIGHTS","","MN","","55118","","2031 VICTORIA RD S","","MENDOTA HEIGHTS","","378","55118","33460","(651)447-4090","","Minnesota","","44.885149","","-93.144838","","","","Suburb, large","","27037","","2702","27052","2752A","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270046505274","Aspire Academy Charter School","MN","Aspire Academy Charter School","Primary","Regular school","Yes","Open","Pre-K","7","Yes","Yes","No","70","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","6","33000","2705274","-93.554387","44.783574","2700465","Not applicable","","MN-074280","Minnesota","074280-074280010","27139","1210 SHAKOPEE TOWN SQ","01100","SHAKOPEE","80600","MN","1","55379","271390806001","1210 SHAKOPEE TOWN SQUARE","Midwest","SHAKOPEE","West north central","378","55379","33460","(952)295-0401","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.783574","No","-93.554387","59350","2759350","Shakopee city","Suburb, large","Minor civil division equivalent (incorporated)","27139","27035","2702","27055","2755A","State Senate District 35","2735A","State House District 35A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270226404818","Assessment Center","MN","NORTHEAST METRO 916","Missing/not reported","Regular school","No","Closed","7","12","Yes","Yes","Yes","3","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","No","1","42360","2704818","-92.992766","45.063701","2702264","Not applicable","Point address","MN-060916","Minnesota","060916-060916029","27123","2540 COUNTY ROAD F EAST","01601","WHITE BEAR LAKE","40302","MN","2","55110","271230403022","2540 EAST COUNTY ROAD F","Midwest","WHITE BEAR LAKE","West north central","378","55110","33460","(651)415-5359","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.063701","","-92.992766","","","","Suburb, large","","27123","27053","2704","27038","2738B","State Senate District 53","2753B","State House District 53B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"271503003184","ATHENEUM ELEMENTARY","MN","INVER GROVE HEIGHTS SCHOOLS","Primary","Regular school","No","Open","2","5","Yes","No","No","85","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","4","15030","2703184","-93.069417","44.864025","2715030","Not applicable","Street address","MN-010199","Minnesota","010199-010199574","27037","5899 BABCOCK TR E","01201","INVER GROVE HEIGHTS","60505","MN","4","55077","270370605054","5899 BABCOCK TR E","Midwest","INVER GROVE HEIGHTS","West north central","378","55077","33460","(651)306-7300","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.864025","No","-93.069417","31076","2731076","Inver Grove Heights city","Rural, fringe","Minor civil division equivalent (incorporated)","27037","27039","2702","27052","2752B","State Senate District 39","2739B","State House District 39B","State house district","5.000","5.000","0.000","0.000","0.000","5.000","4.000","0.000","2.000","0.000","0.000","0.000","0.250","0.000","0.000","0.000","0.000","No","398009","398009.219","208492","-2.000","-2.000","-2.000","3739.000"
mixed - most recent,"270043004959","Athlos Academy of Saint Cloud","MN","Athlos Academy of Saint Cloud","Primary","Regular school","Yes","Open","Kindergarten","8","Yes","Yes","No","446","","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","Supplemental virtual","Yes under the Community Eligibility Provision (CEP)","33","33510","2704959","-94.203727","45.516565","2700430","Not applicable","Point address","MN-074250","Minnesota","074250-074250010","27145","3701 33RD STREET SOUTH","00800","SAINT CLOUD","401","MN","2","56301","271450004012","3701 33RD STREET SOUTH","Midwest","SAINT CLOUD","West north central","378","56301","41060","(320)281-4430","St. Cloud, MN","Minnesota","Metropolitan statistical area","45.516565","Yes","-94.203727","56896","2756896","St. Cloud city","Rural, fringe","Minor civil division equivalent (incorporated)","27145","27015","2706","27014","2714A","State Senate District 15","2715A","State House District 15A","State house district","36.000","33.000","3.000","2.000","5.000","36.000","15.000","19.000","0.000","26.000","0.000","4.000","1.000","0.200","1.000","0.000","0.000","No","2219853","2871811.500","","288595.469","186524.547","365762.250","1652082.000"
mixed - most recent,"270009601892","Athlos Leadership Academy","MN","Athlos Leadership Academy","Primary","Regular school","Yes","Open","Pre-K","8","Yes","Yes","No","828","","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","47","25200","2701892","-93.336113","45.138473","2700096","Not applicable","Point address","MN-074011","Minnesota","074011-074011010","27053","10100 NOBLE PARKWAY NORTH","01402","BROOKLYN PARK","26820","MN","4","55443","270530268204","10100 NOBLE PARKWAY NORTH","Midwest","BROOKLYN PARK","West north central","378","55443","33460","(763)777-8942","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.138473","No","-93.336113","7966","2707966","Brooklyn Park city","Suburb, large","Minor civil division equivalent (incorporated)","27053","27047","2703","27036","2736B","State Senate District 47","2747B","State House District 47B","State house district","64.000","64.000","0.000","14.000","15.000","69.000","47.000","16.000","6.000","13.000","0.000","7.000","3.000","0.000","1.000","0.000","0.000","No","2575807","4073221.000","1385039","565795.000","426084.000","505535.000","4844421.000"
mixed - most recent,"270035004097","AUGSBURG FAIRVIEW ACADEMY","MN","AUGSBURG FAIRVIEW ACADEMY","High","Regular school","Yes","Open","9","12","No","No","Yes","86","","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","7","21240","2704097","-93.264146","44.957072","2700350","Not applicable","Point address","MN-074111","Minnesota","074111-074111010","27053","2504 COLUMBUS AVE","01303","MINNEAPOLIS","126000","MN","2","55404","270531260002","2504 COLUMBUS AVE","Midwest","MINNEAPOLIS","West north central","378","55404","33460","(612)333-1614","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.957072","Yes","-93.264146","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27061","2705","27062","2762A","State Senate District 61","2761A","State House District 61A","State house district","12.000","8.000","4.000","1.000","0.000","12.000","10.000","3.000","2.000","3.000","1.000","3.000","1.000","0.000","0.000","0.000","0.000","No","566464","987745.000","462566","100234.000","121432.000","199615.000","0.000"
mixed - most recent,"270022003473","AURORA CHARTER SCHOOL","MN","AURORA CHARTER SCHOOL","Primary","Regular school","Yes","Open","Pre-K","4","Yes","No","No","228","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","16","21240","2703473","-93.241051","44.95484","2700220","Not applicable","Point address","MN-074067","Minnesota","074067-074067010","27053","2101 E 26TH ST","01303","MINNEAPOLIS","107500","MN","2","55404","270531075002","2101 E 26TH ST","Midwest","MINNEAPOLIS","West north central","378","55404","33460","(612)870-3891","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.95484","Yes","-93.241051","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27062","2705","27063","2763A","State Senate District 62","2762A","State House District 62A","State house district","23.000","15.000","8.000","3.000","4.000","23.000","22.000","15.500","8.000","2.500","0.000","4.000","0.000","0.000","0.000","0.000","0.000","No","906976","1480422.000","1666051","504162.781","52438.871","215786.312","1165118.000"
mixed - most recent,"270022004420","AURORA MIDDLE SCHOOL","MN","AURORA CHARTER SCHOOL","Middle","Regular school","Yes","Open","5","8","No","Yes","No","184","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","No","12","21240","2704420","-93.241051","44.95484","2700220","Not applicable","Point address","MN-074067","Minnesota","074067-074067020","27053","2103 E 26TH ST","01303","MINNEAPOLIS","107500","MN","2","55404","270531075002","2103 E 26TH ST","Midwest","MINNEAPOLIS","West north central","378","55404","33460","(612)200-9590","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.95484","Yes","-93.241051","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27062","2705","27063","2763A","State Senate District 62","2762A","State House District 62A","State house district","15.000","13.000","2.000","1.000","1.000","11.000","10.000","5.000","2.000","2.500","0.000","4.500","0.000","0.000","0.000","0.000","0.000","No","747445","1438544.875","","173581.172","50672.262","205281.000","1206995.000"
mixed - most recent,"270045505196","Aurora Waasakone Community of Learn","MN","Aurora Waasakone Community of Learn","Primary","Regular school","Yes","Open","Kindergarten","8","Yes","Yes","No","125","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","12","04440","2705196","-94.883883","47.47423","2700455","Not applicable","","MN-074271","Minnesota","074271-074271010","27007","3604 BEMIDJI AVE N","00200","BEMIDJI","450600","MN","5","56601","270074506005","3604 BEMIDJI AVE N","Midwest","BEMIDJI","West north central","Not applicable","56601","13420","(218)444-3077","Bemidji, MN","Minnesota","Micropolitan statistical area","47.502875","Yes","-94.87554","5068","2705068","Bemidji city","Town, remote","Minor civil division equivalent (incorporated)","27007","27004","2707","27005","2705A","State Senate District 4","2704A","State House District 4A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270042605045","Austin Albert Lea Area Sp Ed Coop","MN","Austin Albert Lea Area Special Educ","Other","Special education school","No","Open","Kindergarten","12","Yes","Yes","Yes","0","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","No","","03450","2705045","-93.002145","43.668213","2700426","Not applicable","Street address","MN-526095","Minnesota","526095-526095010","27099","211 WEST RICHWAY DRIVE","02400","ALBERT LEA","200","MN","1","56007","270990002001","2001 2ND AVE NW","Midwest","AUSTIN","West north central","462","55912","12380","(507)379-4800","Austin, MN","Minnesota","Micropolitan statistical area","43.668213","Yes","-93.002145","2908","2702908","Austin city","Town, distant","Minor civil division equivalent (incorporated)","27099","27027","2701","27027","2727B","State Senate District 27","2727B","State House District 27B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270345002231","AUSTIN AREA LEARNING CENTER","MN","AUSTIN PUBLIC SCHOOL DISTRICT","High","Other/alternative school","No","Open","6","12","No","Yes","Yes","240","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","Yes","No","Yes participating without using any Provision or the CEP","3","03450","2702231","-92.979174","43.668265","2703450","Not applicable","Street address","MN-010492","Minnesota","010492-010492150","27099","301 3RD ST NW","02400","AUSTIN","300","MN","5","55912","270990003005","301 3RD ST NW","Midwest","AUSTIN","West north central","462","55912","12380","(507)460-1804","Austin, MN","Minnesota","Micropolitan statistical area","43.668265","Yes","-92.979174","2908","2702908","Austin city","Town, distant","Minor civil division equivalent (incorporated)","27099","27027","2701","27027","2727B","State Senate District 27","2727B","State House District 27B","State house district","4.000","4.800","0.000","0.000","0.000","6.000","6.000","0.000","3.000","5.320","0.000","0.600","0.000","0.000","0.000","0.000","0.000","No","393124","550573.750","425641","-2.000","97989.258","59459.852","71687.000"
mixed - most recent,"270345003190","AUSTIN AREA LEARNING CNTR. - SUMMER","MN","AUSTIN PUBLIC SCHOOL DISTRICT","High","Other/alternative school","No","Open","9","12","No","No","Yes","0","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","No","No","","03450","2703190","-92.979174","43.668265","2703450","Not applicable","Street address","MN-010492","Minnesota","010492-010492145","27099","301 3RD ST NW","02400","AUSTIN","300","MN","5","55912","270990003005","301 3RD ST NW","Midwest","AUSTIN","West north central","462","55912","12380","(507)460-1803","Austin, MN","Minnesota","Micropolitan statistical area","43.668265","Yes","-92.979174","2908","2702908","Austin city","Town, distant","Minor civil division equivalent (incorporated)","27099","27027","2701","27027","2727B","State Senate District 27","2727B","State House District 27B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270345003525","AUSTIN COMMUNITY LEARNING CENTER","MN","AUSTIN PUBLIC SCHOOL DISTRICT","Other","Special education school","No","Open","Pre-K","12","Yes","Yes","Yes","37","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","11","03450","2703525","-92.963106","43.667356","2703450","Not applicable","Street address","MN-010492","Minnesota","010492-010492120","27099","912 1ST AVE NE","02400","AUSTIN","410","MN","3","55912","270990004103","912 1ST AVE NE","Midwest","AUSTIN","West north central","462","55912","12380","(507)460-1700","Austin, MN","Minnesota","Micropolitan statistical area","43.667356","Yes","-92.963106","2908","2702908","Austin city","Town, distant","Minor civil division equivalent (incorporated)","27099","27027","2701","27027","2727B","State Senate District 27","2727B","State House District 27B","State house district","12.000","12.000","0.000","0.000","0.000","12.000","10.000","-2.000","4.000","-2.000","0.000","-2.000","0.000","0.600","0.000","0.000","0.000","No","Not applicable","-2.000","Not applicable","-2.000","-2.000","-2.000","-2.000"
mixed - most recent,"270345005396","Austin Elementary Online","MN","AUSTIN PUBLIC SCHOOL DISTRICT","Missing/not reported","Regular school","No","Closed","Pre-K","5","Yes","No","Yes","0","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","No","","03450","2705396","-92.979174","43.668265","2703450","Not applicable","","MN-010492","Minnesota","010492-010492170","27099","401 3RD AVE NW","02400","AUSTIN","300","MN","5","55912","270990003005","401 3RD AVE NW","Midwest","AUSTIN","West north central","462","55912","12380","(507)460-1900","Austin, MN","Minnesota","Micropolitan statistical area","43.668265","Yes","-92.979174","2908","2702908","Austin city","Town, distant","Minor civil division equivalent (incorporated)","27099","27027","2701","27027","2727B","State Senate District 27","2727B","State House District 27B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270345005397","Austin Online Academy","MN","AUSTIN PUBLIC SCHOOL DISTRICT","High","Regular school","No","Open","6","12","No","Yes","Yes","64","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","4","03450","2705397","-92.979174","43.668265","2703450","Not applicable","","MN-010492","Minnesota","010492-010492175","27099","301 3RD ST NW","02400","AUSTIN","300","MN","5","55912","270990003005","301 3RD ST NW","Midwest","AUSTIN","West north central","462","55912","12380","(507)460-1830","Austin, MN","Minnesota","Micropolitan statistical area","43.668265","Yes","-92.979174","2908","2702908","Austin city","Town, distant","Minor civil division equivalent (incorporated)","27099","27027","2701","27027","2727B","State Senate District 27","2727B","State House District 27B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270345000148","AUSTIN SENIOR HIGH","MN","AUSTIN PUBLIC SCHOOL DISTRICT","High","Regular school","No","Open","9","12","No","Yes","Yes","1345","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","47","03450","2700148","-92.979174","43.668265","2703450","Not applicable","Street address","MN-010492","Minnesota","010492-010492200","27099","301 3RD ST NW","02400","AUSTIN","300","MN","5","55912","270990003005","301 3RD ST NW","Midwest","AUSTIN","West north central","462","55912","12380","(507)460-1800","Austin, MN","Minnesota","Micropolitan statistical area","43.668265","Yes","-92.979174","2908","2702908","Austin city","Town, distant","Minor civil division equivalent (incorporated)","27099","27027","2701","27027","2727B","State Senate District 27","2727B","State House District 27B","State house district","95.000","95.700","0.000","8.000","5.000","99.000","87.000","9.000","27.000","37.600","3.000","3.800","1.000","1.000","1.000","1.000","0.000","Yes","3979692","6009048.000","3381425","81644.227","1551043.750","396667.594","1692203.000"
mixed - most recent,"270018704664","Avalon Middle School","MN","AVALON SCHOOL","Middle","Regular school","Yes","Open","6","8","No","Yes","No","71","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","6","33840","2704664","-93.198456","44.962153","2700187","Not applicable","Point address","MN-074075","Minnesota","074075-074075020","27123","700 GLENDALE STREET","01501","SAINT PAUL","33200","MN","2","55114","271230332002","700 GLENDALE STREET","Midwest","SAINT PAUL","West north central","378","55114","33460","(651)649-5795","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.962153","Yes","-93.198456","58000","2758000","St. Paul city","City, large","Minor civil division equivalent (incorporated)","27123","27066","2704","27064","2764A","State Senate District 66","2766B","State House District 66B","State house district","7.000","7.200","0.600","0.500","0.000","12.000","11.000","3.630","0.000","0.000","0.000","0.600","1.000","0.000","0.000","0.000","0.000","No","462864","649074.000","","145478.500","-2.000","40730.910","392879.000"
mixed - most recent,"270018703140","AVALON SCHOOL","MN","AVALON SCHOOL","High","Regular school","Yes","Open","9","12","No","No","Yes","177","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual","Yes participating without using any Provision or the CEP","16","33840","2703140","-93.198456","44.962153","2700187","Not applicable","Point address","MN-074075","Minnesota","074075-074075010","27123","700 GLENDALE ST","01501","SAINT PAUL","33200","MN","2","55114","271230332002","700 GLENDALE ST","Midwest","SAINT PAUL","West north central","378","55114","33460","(651)649-5495","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.962153","Yes","-93.198456","58000","2758000","St. Paul city","City, large","Minor civil division equivalent (incorporated)","27123","27066","2704","27064","2764A","State Senate District 66","2766B","State House District 66B","State house district","14.000","13.670","0.730","1.500","0.500","20.000","18.000","7.260","0.000","0.000","0.000","1.900","1.000","0.000","0.000","0.000","0.000","No","925729","1298148.000","964848","290957.031","-2.000","81461.820","785759.000"
mixed - most recent,"270293000065","AVON ELEMENTARY","MN","ALBANY PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","300","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","26","02930","2700065","-94.447787","45.614596","2702930","Not applicable","Street address","MN-010745","Minnesota","010745-010745030","27145","PO BOX 40","00800","ALBANY","10401","MN","1","56307","271450104011","410 AVON AVE N","Midwest","AVON","West north central","378","56310","41060","(320)845-5300","St. Cloud, MN","Minnesota","Metropolitan statistical area","45.614596","No","-94.447787","3070","2703070","Avon city","Rural, distant","Minor civil division equivalent (incorporated)","27145","27014","2706","27013","2713A","State Senate District 14","2714B","State House District 14B","State house district","28.000","28.000","0.000","2.500","0.000","32.000","24.000","2.490","16.000","1.000","0.000","1.000","1.000","0.000","0.700","0.000","0.000","No","1050790","1222523.750","1180929","54925.129","22649.551","94159.000","174251.000"
mixed - most recent,"274236004372","AWARE","MN","WHITE BEAR LAKE SCHOOL DISTRICT","High","Regular school","No","Open","6","12","No","Yes","Yes","1","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","No","","42360","2704372","-93.001585","45.144951","2742360","Not applicable","Point address","MN-010624","Minnesota","010624-010624020","27163","13497 FENWAY BLVD CIR N STE 4","01700","HUGO","70204","MN","2","55038","271630702042","13497 FENWAY BLVD CIR N STE 4","Midwest","HUGO","West north central","378","55038","33460","(651)407-7622","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.144951","No","-93.001585","30392","2730392","Hugo city","Suburb, large","Minor civil division equivalent (incorporated)","27163","27052","2706","27038","2738B","State Senate District 52","2752B","State House District 52B","State house district","","","","","","","","","","","","","","","","","","","Not applicable","0.000","0","","","",""
